wp_id,url1,url2,url3,permalink,resource_name_current,resource_name_edited,resource_id,resource_date_current,resource_date_edited,categories,resource_authors_current,resource_authors_edited,resource_affiliations_current,resource_affiliations_edited,resource_subject_current,resource_subject_edited,contest,contest_status,ready_for_update,notes,resource_date_checked,file_name,file_name_without_extension
80281,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1013.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1013.pdf,NA,NA,Investigating Contract Farming,NA,1013,1905-06-21,NA,"Resource, Tipsheet",Bill Lambrecht;Kate Shatzkin - Kansas City,NA,St. Louis Post-Dispatch;The Baltimore Sun,NA,Barnyards and Boardrooms: The dangers of corporate agriculture,NA,NA,NA,FALSE,NA,FALSE,T1013.pdf,T1013
80272,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1004.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1004.pdf,NA,NA,T. V. Environmental Investigations,NA,1004,1905-06-21,NA,"Resource, Tipsheet",Mark Feldstein;Julie Kramer;Bob Read;Sandra Thomas - Kansas City,NA,Dateline NBC;WCCO-TV (Minneapolis);Inside Edition;Dateline NBC,NA,Consumer investigations: generating and developing fresh ideas,NA,NA,NA,FALSE,NA,FALSE,T1004.pdf,T1004
80267,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/999.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T999.pdf,NA,NA,Finding Treasurers in Archives,NA,999,1905-06-21,NA,"Resource, Tipsheet",Roberta Baskin;Greg Bradsher;Jim Neff - Kansas City,NA,CBS News;National Archives;Kiplinger Reporting Program,NA,Probing the National Archives for Nazi Gold and Other Treasures,NA,NA,NA,FALSE,NA,FALSE,T999.pdf,T999
80311,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1043.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1043.pdf,NA,NA,Getting the Story While Avoiding a Lawsuit,NA,1043,1905-06-21,NA,"Resource, Tipsheet",Roger Myers;Bernad Rhodes;David Smallman;Michelle Worrall Tilton - Kansas City,NA,Steinhart & Falconer;Lathrop & Gage;DocketWatch.com;First Media;Inc.,NA,Secrets and Silence: Lawyers on the Newest decisions that limit news gathering,NA,NA,NA,FALSE,NA,FALSE,T1043.pdf,T1043
80263,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/995.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T995.pdf,NA,NA,Examining the Serial Killer,NA,995,1905-06-21,NA,"Resource, Tipsheet",James Alan Fox; Dan Haley; Brant Houston; Carolyn Tuft - Kansas City,NA,Northeastern University;The Denver Post;IRE and NICAR;St. Louis Post-Dispatch,NA,Investigating Mass Murderers and Serial Killers,NA,NA,NA,FALSE,NA,FALSE,T995.pdf,T995
80261,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/993.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T993.pdf,NA,NA,Money Talks,NA,993,1905-06-21,NA,"Resource, Tipsheet",Ronald Campbell;Eric Palmer - Kansas City,NA,Orange County Register;Kansas City Star,NA,Fast Track: Business documents online and off-line,NA,NA,NA,FALSE,NA,FALSE,T993.pdf,T993
80259,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/991.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T991.pdf,NA,NA,The Public I,NA,991,1905-06-21,NA,"Resource, Tipsheet",Cindy Eberting;Larry Makinson;Diane Renzulli;Samantha Sanchez - Kansas City,NA,IRE AND NICAR;Center for Responsive Politics;Center for Public Integrity;National Institute on Money in State Politics,NA,Soft Money Goes Stateside: Get ready for Campaign 2000,NA,NA,NA,FALSE,NA,FALSE,T991.pdf,T991
80243,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/975.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T975.pdf,NA,NA,The Tactics and Ethics of the Hidden Camera,NA,975,1905-06-21,NA,"Resource, Tipsheet",Lynne Dale;Sandy Davidson;Jacquee Petchel;Robert Steele - Kansas City,NA,Dateline NBC;University of Missouri;WFOR-TV;Poynter Institute,NA,Broadcast: The Tactics and Ethics of the Hidden Camera,NA,NA,NA,FALSE,NA,FALSE,T975.pdf,T975
80241,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/973.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T973.pdf,NA,NA,Latest Broadcast Stories Using CAR,NA,973,1905-06-21,NA,"Resource, Tipsheet",Kathleen Johnston;Gerry Lanosa;Mark Lagerkvist - Kansas City,NA,WTHR-TV;WTHR-TV;News 12 Long Island,NA,Latest Broadcast Stories Using CAR,NA,NA,NA,FALSE,NA,FALSE,T973.pdf,T973
80236,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/968.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T968.pdf,NA,NA,Writing the Story,NA,968,1905-06-21,NA,"Resource, Tipsheet",Jeffrey Kummer;James Neff;Graig Nienaber - Kansas City,NA,St. Paul Pioneer Press;Kiplinger Reporting Program;Kansas City Star,NA,Latest Tactics for Writing and Editing the CAR Stories,NA,NA,NA,FALSE,NA,FALSE,T968.pdf,T968
80230,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/962.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T962.pdf,NA,NA,Evaluating Risk: A Checklist,NA,962,1905-06-21,NA,"Resource, Tipsheet",Sarah Cohen;Stuart Watson - Kansas City,NA,The Washington Post;WCNC-TV,NA,How to Assess Risk: What's really dangerous,NA,NA,NA,FALSE,NA,FALSE,T962.pdf,T962
80265,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/997.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T997.pdf,NA,NA,Investigations at small papers - tips for editors,NA,997,1905-06-21,NA,"Resource, Tipsheet",Kim Albro;Len Bruzzese;Greeley Kyle;Clinton Riley;David Stoeffler - Kansas City,NA,KWTV-TV;IRE and NICAR;KOMU-TV;Courier Post;Lincoln Journal Star,NA,Investigations at Small News Organizations,NA,NA,NA,FALSE,NA,FALSE,T997.pdf,T997
80218,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/950.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T950.pdf,NA,NA,The Development of CAR,NA,950,1905-06-21,NA,"Resource, Tipsheet",James W. Brown;Brant Houston;Nora Paul;Sarah Cohen - Boston,NA,Indiana University;IRE and NICAR;The Poynter Institute;The Washington Post,NA,CAR After 10 Years,NA,NA,NA,FALSE,NA,FALSE,T950.pdf,T950
80216,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/948.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T948.pdf,NA,NA,Frugal and Proud of it: How to find data for free (or at least cheap enough for an editor),NA,948,1905-06-21,NA,"Resource, Tipsheet",Frank Kummer;David McPherson;David Washburn - Boston,NA,Courier-Post;Cape Cod Times;The Morning Call,NA,CAR on a Shoestring,NA,NA,NA,FALSE,NA,FALSE,T948.pdf,T948
80207,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/939.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T939.pdf,NA,NA,Ten Great WWW sites to get you started with satellite imagery and geo-spatial data,NA,939,1905-06-21,NA,"Resource, Tipsheet",Christopher Simpson;Robert Chen - Boston,NA,The American University School of Communication;Columbia University,NA,Satellite Imagery on Your Desktop,NA,NA,NA,FALSE,NA,FALSE,T939.pdf,T939
80206,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/938.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T938.pdf,NA,NA,United States Census 2000,NA,938,1905-06-21,NA,"Resource, Tipsheet",Stephen K. Doig;Peter Bounpane - Boston,NA,Cronkite School of Journalism;Arizona State,NA,"Census In-Depth, Part 2",NA,NA,NA,FALSE,NA,FALSE,T938.pdf,T938
80266,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/998.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T998.pdf,NA,NA,Investigations at Small News Organizations,NA,998,1905-06-21,NA,"Resource, Tipsheet",Kim Albro;Len Bruzzesse;Greeley Kyle;Clinton Riley;David Stoeffler - Kansas City,NA,KWTV-TV;IRE and NICAR;KOMU-TV;Courier Post;Lincoln Journal Star,NA,Investigations at Small News Organizations,NA,NA,NA,FALSE,NA,FALSE,T998.pdf,T998
82493,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/3254.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/3254_1.pdf,NA,NA,Trouble in the Walls: Defective Chinese drywal,NA,3254,1905-07-01,NA,"Resource, Tipsheet","Jennifer LaFleur; David Donald - 2009 IRE Conference (Baltimore, Md.)",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,3254_1.pdf,3254_1
82281,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/3044.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/3044_1.pdf,NA,NA,Education: From Cheaters to Teachers,NA,3044,1905-06-30,NA,"Resource, Tipsheet",Jill Riepenhoff; Jennifer Smith Richards - Houston_CAR_2008,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,3044_1.pdf,3044_1
82058,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2816.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2816_1.pdf,NA,NA,You have the right to remain silent: FOIA in the Bush Administration,NA,2816,1905-06-29,NA,"Resource, Tipsheet",Wendell Cochran - CAR Conference - Cleveland (2007),NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,2816_1.pdf,2816_1
82045,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2803.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2803_1.pdf,NA,NA,Tracking local employment and pay trends,NA,2803,1905-06-29,NA,"Resource, Tipsheet",David Knox - CAR Conference - Cleveland (2007),NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,2803_1.pdf,2803_1
82044,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2802.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2802_1.pdf,NA,NA,Using CAR on Consumer Investigations: making the best use of databases to build stories,NA,2802,1905-06-29,NA,"Resource, Tipsheet",Mc Nelly Torres; Chris Schnaars - CAR Conference - Cleveland (2007),NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,2802_1.pdf,2802_1
81910,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2667.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2667.pdf,NA,NA,Know Your FOIA Exemptions: How the Government Justifies Withholding Public Records,NA,2667,1905-06-28,NA,"Resource, Tipsheet",Coral Davenport;Wendell Cochran;Tom Gaumer - CAR_2006_Newark_NJ,NA,American University;American University;The (Cleveland) Plain Dealer,NA,CAR for FOI,NA,NA,NA,FALSE,NA,FALSE,T2667.pdf,T2667
81729,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2485.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2485.pdf,NA,NA,Diary of a two-day reporting effort,NA,2485,1905-06-27,NA,"Resource, Tipsheet",Eric Nalder - Denver_IRE_Annual_2005,NA,Seattle Post-Intelligencer,NA,A reporter's diary: How to do an investigation while on a beat,NA,NA,NA,FALSE,NA,FALSE,T2485.pdf,T2485
81705,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2461.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2461.pdf,NA,NA,"Consumer, Health, Safety and Environmental Reporting: Story Ideas",NA,2461,1905-06-27,NA,"Resource, Tipsheet",Jacqueline McLean; Robin Guess; Lea Thompson - Denver_IRE_Annual_2005,NA,WFTC-TV Minneapolis;WFTS-TV Tampa;NBC News Dateline,NA,"Consumer, Health, Safety and Environmental Reporting",NA,NA,NA,FALSE,NA,FALSE,T2461.pdf,T2461
81689,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2445.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2445.pdf,NA,NA,20 Tips for Using Open Records Laws,NA,2445,1905-06-27,NA,"Resource, Tipsheet",Denver_IRE_Annual_2005,NA,NA,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,T2445.pdf,T2445
81581,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2336.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2336.pdf,NA,NA,An Indirect Approach to Excel,NA,2336,1905-06-27,NA,"Resource, Tipsheet",Christopher Schnaars; MaryJo Sylwester - CAR_Conference_2005_Hollywood_CA,NA,NA,NA,Advanced Excel Functions,NA,NA,NA,FALSE,NA,FALSE,T2336.pdf,T2336
81565,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2320.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2320.pdf,NA,NA,Banking on the Poor: Documenting the Big Business of Poverty,NA,2320,1905-06-27,NA,"Resource, Tipsheet",Ron Nixon; David Milliron - CAR_Conference_2005_Hollywood_CA,NA,NA,NA,Predator: Using data on payday loans and other consumer issues,NA,NA,NA,FALSE,NA,FALSE,T2320.pdf,T2320
81340,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2073.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2073.pdf,NA,NA,PR Counterattacks,NA,2073,1905-06-26,NA,"Resource, Tipsheet",Pilar Keagy Johnson; Peter Canfield - Atlanta,NA,CNN;Dow;Lohnes& Albertson,NA,Legal Perils: Latest Threat to Investigative Reporting,NA,NA,NA,FALSE,NA,FALSE,T2073.pdf,T2073
81283,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2016.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2016.pdf,NA,NA,Keeping Business Honest,NA,2016,1905-06-26,NA,"Resource, Tipsheet",Amy Joyner; Barbara Hansen - CAR_Conference_2004_Cincinnati_OH,NA,(Greensboro;N.C.) News & Record;USA Today,NA,Keeping business and corporations accountable: Dealing with business data for investigations,NA,NA,NA,FALSE,NA,FALSE,T2016.pdf,T2016
81277,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2010.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2010.pdf,NA,NA,International Data,NA,2010,1905-06-26,NA,"Resource, Tipsheet",Brant Houston - CAR_Conference_2004_Cincinnati_OH,NA,IRE and NICAR,NA,International CAR: Data and stories crossing borders,NA,NA,NA,FALSE,NA,FALSE,T2010.pdf,T2010
81223,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1956.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1956.pdf,NA,NA,Investigating Flawed and Falsified Criminal Investigations,NA,1956,1905-06-25,NA,"Resource, Tipsheet",James Martelli;David Raziq;Mark Smith - Washington_D_C_IRE_Annual_2003,NA,ABC News;KHOU-Houston;WFAA Dallas,NA,NA,NA,NA,NA,FALSE,NA,FALSE,T1956.pdf,T1956
81213,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1946.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1946.pdf,NA,NA,Covering Missing Foster Children,NA,1946,1905-06-25,NA,"Resource, Tipsheet",Mary Hargrove;Trish Wilson - Washington_D_C_IRE_Annual_2003,NA,Arkansas Democrat Gazette;News & Observer,NA,Children's issues: Investigating abuse and neglect,NA,NA,NA,FALSE,NA,FALSE,T1946.pdf,T1946
81209,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1942.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1942.pdf,NA,NA,Statehouse Investigations,NA,1942,1905-06-25,NA,"Resource, Tipsheet",Mike McIntire;Dee Hall - Washington_D_C_IRE_Annual_2003,NA,Hartford Courant;Wisconsin State Journal,NA,Statehouse Investigations,NA,NA,NA,FALSE,NA,FALSE,T1942.pdf,T1942
81199,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1932.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1932.pdf,NA,NA,Creating your own database to measure bus times,NA,1932,1905-06-25,NA,"Resource, Tipsheet",Scott Finn;Natalya Shulyakovskaya;Holly Hacker - Washington_D_C_IRE_Annual_2003,NA,Charleston Gazette;The Orange County Register;IRE and NICAR,NA,Business of education: Using data to score investigative school stories,NA,NA,NA,FALSE,NA,FALSE,T1932.pdf,T1932
81032,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1765.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1765.pdf,NA,NA,Examining military contracts,NA,1765,1905-06-24,NA,"Resource, Tipsheet",Mike Fabey; Joseph Neff; Frank Bass - Charlotte NICAR 2003,NA,(Newport News;Va.) Daily Press;(Raleigh;N.C.) News & Observer;The Associated Press,NA,Going after defense and military data,NA,NA,NA,FALSE,NA,FALSE,T1765.pdf,T1765
81025,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1758.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1758.pdf,NA,NA,Woker Health and Safety,NA,1758,1905-06-24,NA,"Resource, Tipsheet",Diana Hembre and Natalya Shulyakovskaya - San Francisco IRE Annual 2002,NA,Consumer Health Interactive;The Orange County Register,NA,Worker Safety,NA,NA,NA,FALSE,NA,FALSE,T1758.pdf,T1758
81022,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1755.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1755.pdf,NA,NA,Zen and the arts of cops and courts reporting,NA,1755,1905-06-24,NA,"Resource, Tipsheet",Nancy Amons - 2002 Savannah Regional Conference,NA,WSMV-Nashville,NA,Going in-depth on cops and courts,NA,NA,NA,FALSE,NA,FALSE,T1755.pdf,T1755
80990,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1723.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1723.pdf,NA,NA,Basic Craft Pointers: If I Had to Choose Six Things; Narrative Toolbox: Idea Stage through Revision,NA,1723,1905-06-24,NA,"Resource, Tipsheet","Kate Long - Better Watchdog Workshop Charleston, W.Va.",NA,Charleston Gazette,NA,The art of finding and cultivating sources. The craft of the interview. From backgrounding to confrontation,NA,NA,NA,FALSE,NA,FALSE,T1723.pdf,T1723
80979,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1712.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1712.pdf,NA,NA,Aviation Security,NA,1712,1905-06-24,NA,"Resource, Tipsheet",Alan Levin;Bill Adair;George W. Black Jr;Mike McGraw - San Francisco IRE Annual 2002,NA,USA Today;St. Petersburg Times;National Transportation Safety Board;Kansas City Star,NA,Air Safety and Security,NA,NA,NA,FALSE,NA,FALSE,T1712.pdf,T1712
80978,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1711.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1711.pdf,NA,NA,Covering The Post-Cold War Military and Defense Industrial Word,NA,1711,1905-06-24,NA,"Resource, Tipsheet",Tony Capaccio - San Francisco IRE Annual 2002,NA,NA,NA,Covering The Post-Cold War Military and Defense Industrial Word,NA,NA,NA,FALSE,NA,FALSE,T1711.pdf,T1711
80969,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1702.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1702.pdf,NA,NA,Investigating Child Deaths,NA,1702,1905-06-24,NA,"Resource, Tipsheet",Sari Horwitz;Scott Higham;Kimberly Kindy;Ruth Teichroeb - San Francisco IRE Annual 2002,NA,The Washington Post;The Washington Post;Orange County Register;Seattle Post-Intelligencer,NA,Children in danger,NA,NA,NA,FALSE,NA,FALSE,T1702.pdf,T1702
80960,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1693.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1693.pdf,NA,NA,Pacific Rim Reporting,NA,1693,1905-06-24,NA,"Resource, Tipsheet",Pamela Hollie;Karl Schoenberger;Luz Rimban;Jim Dooley - San Francisco IRE Annual 2002,NA,Ohio State University School of Journalism;San Jose Mercury News;Philippine Center for Investigative Journalism;Honolulu Advertiser,NA,Covering the Asian-Pacific Rim,NA,NA,NA,FALSE,NA,FALSE,T1693.pdf,T1693
80959,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1692.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1692.pdf,NA,NA,Finding time and resources,NA,1692,1905-06-24,NA,"Resource, Tipsheet",Laure Quinlivan - San Francisco IRE Annual 2002,NA,NA,NA,The In-dept Story: Finding time and resources,NA,NA,NA,FALSE,NA,FALSE,T1692.pdf,T1692
80957,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1690.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1690.pdf,NA,NA,The Statehouse Circus,NA,1690,1905-06-24,NA,"Resource, Tipsheet",Lance Williams - San Francisco IRE Annual 2002,NA,San Francisco Chronicle,NA,The Statehouse Circus,NA,NA,NA,FALSE,NA,FALSE,T1690.pdf,T1690
80953,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1686.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1686.pdf,NA,NA,"Writing Tight.: Tips to shorter, effective pieces",NA,1686,1905-06-24,NA,"Resource, Tipsheet",San Francisco IRE Annual 2002,NA,NA,NA,"Writing Tight.: Tips to shorter, effective pieces",NA,NA,NA,FALSE,NA,FALSE,T1686.pdf,T1686
80926,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1659.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1659.pdf,NA,NA,Prescription Drug Abuse,NA,1659,1905-06-24,NA,"Resource, Tipsheet",Fred Schulte;Mark Skertic - San Francisco IRE Annual 2002,NA,Sun-Sentinel;Chicago Sun-Times,NA,Abuse of Legal Drugs,NA,NA,NA,FALSE,NA,FALSE,T1659.pdf,T1659
80925,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1658.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1658.pdf,NA,NA,Investigating Legal Drugs,NA,1658,1905-06-24,NA,"Resource, Tipsheet",Mark Skertic;Fred Schulte - San Francisco IRE Annual 2002,NA,Chicago Sun-Times;Sun-Santinel,NA,Abuse of Legal Drugs,NA,NA,NA,FALSE,NA,FALSE,T1658.pdf,T1658
80911,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1644.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1644.pdf,NA,NA,"How to cover problem-solving courts:  Handling drugs, domestic violence, mental health, other special subjects",NA,1644,1905-06-24,NA,"Resource, Tipsheet",San Francisco IRE Annual 2002,NA,NA,NA,"How to cover problem-solving courts: Handling drugs, domestic violence, mental health, other special subjects",NA,NA,NA,FALSE,NA,FALSE,T1644.pdf,T1644
80901,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1634.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1634.pdf,NA,NA,Putting Government Data to Work,NA,1634,1905-06-24,NA,"Resource, Tipsheet",Kevin Corcoran - San Francisco IRE Annual 2002,NA,NA,NA,"The Databases of Politics: Campaign Finance, lobbyists and disclosures.",NA,NA,NA,FALSE,NA,FALSE,T1634.pdf,T1634
80501,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1233.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1233.pdf,NA,NA,Plane Crash Databases,NA,1233,1905-06-22,NA,"Resource, Tipsheet",Bob Williams - New York,NA,The News and Observer,NA,"Responding to Disasters: Databases to have on hand, Web sites to know",NA,NA,NA,FALSE,NA,FALSE,T1233.pdf,T1233
80899,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1632.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1632.pdf,NA,NA,Sample Questions for Judicial Candidates,NA,1632,1905-06-24,NA,"Resource, Tipsheet",Judge Ellen Rosenblum - San Francisco IRE Annual 2002,NA,NA,NA,"Court Tracks - Judging the judges: Better coverage of elections, confirmations, conflicts of interest, disciplinary actions.",NA,NA,NA,FALSE,NA,FALSE,T1632.pdf,T1632
80898,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1631.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1631.pdf,NA,NA,Energy and Environment,NA,1631,1905-06-24,NA,"Resource, Tipsheet",Mike Taugher - San Francisco IRE Annual 2002,NA,NA,NA,Environment to Energy,NA,NA,NA,FALSE,NA,FALSE,T1631.pdf,T1631
80896,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1629.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1629.pdf,NA,NA,Covering Clinical Trials,NA,1629,1905-06-24,NA,"Resource, Tipsheet",David Heath - San Francisco IRE Annual 2002,NA,NA,NA,Health Care,NA,NA,NA,FALSE,NA,FALSE,T1629.pdf,T1629
80891,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1624.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1624.pdf,NA,NA,CAR for TV: Special Challenges,NA,1624,1905-06-24,NA,"Resource, Tipsheet",Nancy Amons - San Francisco IRE Annual 2002,NA,NA,NA,Broadcast CAR: Conquering the special challenges,NA,NA,NA,FALSE,NA,FALSE,T1624.pdf,T1624
80884,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1617.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1617.pdf,NA,NA,Property Records- Checking Out Lawyers,NA,1617,1905-06-24,NA,"Resource, Tipsheet",San Francisco IRE Annual 2002,NA,NA,NA,Property Records,NA,NA,NA,FALSE,NA,FALSE,T1617.pdf,T1617
80872,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1605.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1605.pdf,NA,NA,Beyond Big Brother: How the government threatens privacy,NA,1605,1905-06-24,NA,"Resource, Tipsheet",San Francisco IRE Annual 2002,NA,NA,NA,Violations of Consumer Privacy,NA,NA,NA,FALSE,NA,FALSE,T1605.pdf,T1605
80870,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1603.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1603.pdf,NA,NA,"Money in Politics: The Politicians, Lobbyists and Their Crazy Circle of Friends",NA,1603,1905-06-24,NA,"Resource, Tipsheet",San Francisco IRE Annual 2002,NA,NA,NA,"Political Probes: Money, lobbyist and deals",NA,NA,NA,FALSE,NA,FALSE,T1603.pdf,T1603
80869,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1602.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1602.pdf,NA,NA,Dissecting financial statements: Some helpful hints,NA,1602,1905-06-24,NA,"Resource, Tipsheet",Loren Steffy - San Francisco IRE Annual 2002,NA,NA,NA,Dissecting Corporate Financial Statements,NA,NA,NA,FALSE,NA,FALSE,T1602.pdf,T1602
80868,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1601.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1601.pdf,NA,NA,Exploitation of Workers,NA,1601,1905-06-24,NA,"Resource, Tipsheet",San Francisco IRE Annual 2002,NA,NA,NA,Exploitation of Workers: From Slavery to Abuses.,NA,NA,NA,FALSE,NA,FALSE,T1601.pdf,T1601
